Allophones:	{{p, p}, {t, t}, {d, d}, {k, k}, {kʷ, kʷ}, {ʔ, ʔ}, {m, m}, {n, n}, {ŋ, ŋ}, {ŋʷ, ŋʷ}, {s, s}, {h, h}, {ɾ, ɾ}, {w, w}, {i, i}, {ɪ, ɪ}, {o, {o, ɔ, ʌ}, @, {ɔ-lowering, ʌ-unrounding}}, {u, {u, ʊ, ɯ}, @, {ʊ-centralization, ɯ-unrounding}}, {e, {e, ɛ, e̝}, @, {ɛ-lowering, e̝-raising}}, {ə, {ə̝, ə, ɐ, ɵ, ɤ}, @, {ə̝-raising, ɐ-lowering, ɵ-rounding, ɤ-backing}}, {a, {a, ɑ, æ, ɐ}, @, {ɑ-backing, æ-raising, ɐ-backing}}, {u, {ʊ, ɪ}, @, {ʊ-centralization, ɪ-fronting}}, {p, pʷ, {ɪ_, _ɪ}, labialization}, {m, mʷ, {ɪ_, _ɪ}, labialization}, {h, {h, ɦ}, @, ɦ-voicing}, {s, {s, tʃ, ʃ}, {_i, i_}, {tʃ-palatalization, tʃ-fortition, ʃ-palatalization}}, {n, ɲ, _i, palatalization}, {k, {kʰ, k̚}, _#, {kʰ-consonant aspiration, k̚-unreleasing}}, {d, j, _{$, #}, {lenition, tapping}}, {d, {d, t, z}, @, {t-devoicing, z-lenition}}, {w, {w, u}, {_#, #_}, u-degliding}, {ɾ, {ɾ, ɾʰ, r}, _#, {ɾʰ-consonant aspiration, r-trilling}}, {∅, {∅, ə}, ɾ_#, ə-vowel epenthesis}, {ɾ, {ɾ, ɾ͈}, V_V, ɾ͈-fortition}, {m, {m, mb}, {#_V, V_V}, mb-SO:FV}, {n, {n, nd}, V_V, nd-SO:FV}, {i, {i, ĩ}, {{m, n, ŋ, ŋʷ}_, _{m, n, ŋ, ŋʷ}}, {ĩ-LN:r, ĩ-LN:l}}, {e, {e, ẽ}, {_{m, n, ŋ, ŋʷ}, {m, n, ŋ, ŋʷ}_}, {ẽ-LN:l, ẽ-LN:r}}, {ə, {ə, ə̃, ɤ̃}, {_{m, n, ŋ, ŋʷ}, {m, n, ŋ, ŋʷ}_}, {ə̃-LN:l, ɤ̃-LN:r}}, {a, {a, ã}, {_{m, n, ŋ, ŋʷ}, {m, n, ŋ, ŋʷ}_}, {ã-LN:r, ã-LN:l}}, {o, {o, õ}, {_{m, n, ŋ, ŋʷ}, {m, n, ŋ, ŋʷ}_}, {õ-LN:r, õ-LN:l}}, {u, {u, ũ, ʊ̃}, {_{m, n, ŋ, ŋʷ}, {m, n, ŋ, ŋʷ}_}, {ũ-LN:r, ʊ̃-LN:l}}, {m, {m, mb, bm, bmb}, V_V, {mb-LO:medial, bm-LO:medial, bmb-LO:medial}}, {n, {n, nd, dn, dnd}, V_V, {nd-LO:medial, dn-LO:medial, dnd-LO:medial}}, {m, {m, bm}, _V#, bm-LO:final}, {ŋ, {ŋ, ɡŋ}, _V#, ɡŋ-LO:final}, {m, mb, #_V, mb-LO:initial},  {n, nd, #_V, nd-LO:initial}, {m, m, _Ṽ, maintenace}, {n, n, _Ṽ, maintenance}, {ŋ, ŋ, _Ṽ, maintenance}, {ŋʷ, ŋʷ, _Ṽ, maintenance}}					
	Page numbers:		{3-6, 8-10, 12-14}			
Analytical framework:		Descriptive				
Morpheme IDs:	None					
						
Page numbers:	5-7					
Process name:	LN:r					
Process type:	LN					
Prose description	N nasalizes a proceding vowel					
	Optionality:		Categorical			
	Directionality:		Rightward			
	Alternation type:		Phonological			
	Undergoers:		V			
		Type:				Segmental
		Morpheme class:				NA
		Morpheme IDs:				NA
		Positional restriction:				{root}
	Triggers:		N			
		Type:				Segmental
		Morpheme class:				NA
		Morpheme IDs:				NA
		Positional restriction:				{root}
	Transparencies:		NA			
	Opacities:		NA			
						
Page numbers:	5-7					
Process name:	LN:l					
Process type:	LN					
Prose description	N nasalizes a preceding vowel					
	Optionality:		Categorical			
	Directionality:		Leftward			
	Alternation type:		Phonological			
	Undergoers:		V			
		Type:				Segmental
		Morpheme class:				NA
		Morpheme IDs:				NA
		Positional restriction:				{root}
	Triggers:		N			
		Type:				Segmental
		Morpheme class:				NA
		Morpheme IDs:				NA
		Positional restriction:				{root}
	Transparencies:		NA			
	Opacities:		NA			
						
Page numbers:	6					
Process name:	LO:initial					
Process type:	LO					
Prose description:	Word initially, a nasal postoralizes following an oral vowel					
	Optionality:		Categorical			
	Directionality:		Leftward			
	Alternation type:		Phonological			
	Undergoers:		m, n			
		Type:				Segmental
		Morpheme class:				NA
		Morpheme IDs:				NA
		Positional restriction:				{word, initial}
	Triggers:		V			
		Type:				Segmental
		Morpheme class:				NA
		Morpheme IDs:				NA
		Positional restriction:				{word}
	Transparencies:		NA			
	Opacities:		NA			
						
Page numbers:	6					
Process name:	LO:medial					
Process type:	LO					
Prose description:	Word medially, a nasal preoralizes after an oral vowel and postoralizes after an oral vowel. 					
	Optionality:		Categorical			
	Directionality:		Rightward			
	Alternation type:		Phonological			
	Undergoers:		N			
		Type:				Segmental
		Morpheme class:				NA
		Morpheme IDs:				NA
		Positional restriction:				{word, medial}
	Triggers:		V			
		Type:				Segmental
		Morpheme class:				NA
		Morpheme IDs:				NA
		Positional restriction:				{word}
	Transparencies:		NA			
	Opacities:		NA			
						
Page numbers:	6					
Process name:	LO:final					
Process type:	LO					
Prose description:	Word finally, a nasal preoralizes before a oral vowel.					
	Optionality:		Optional			
	Directionality:		NA			
	Alternation type:		Phonological			
	Undergoers:		m, ŋ			
		Type:				Segmental
		Morpheme class:				NA
		Morpheme IDs:				NA
		Positional restriction:				{word, final}
	Triggers:		V			
		Type:				NA
		Morpheme class:				NA
		Morpheme IDs:				NA
		Positional restriction:				NA
	Transparencies:		NA			
	Opacities:		NA			
						
Doctype:	Reference					
Language:	Tembé [tqb]					
Source:	Duarte, Fábio B. 2003. Ordem de constituintes e movimento em Tembé: minimalismo e anti-simetria. Belo Horizonteo:Universidade Federal de Minas Gerais dissertation. Duarte, Fábio B. 2007. Estudos de morfossintaxe Tenetehára. Belo Horizonte:Facultade de Letras da UFMG.					
Data inputter:	Sebastian Clendenning-Jimenez					
Summary:	This summary combines Duarte's 2003 dissertation and 2007 book chapter. The 2003 dissertation presents a syntactic analysis of Tembé with a short section of the phonemic inventory (2003:27-31). The author notes three allophones for /s/: {s, ts, tʃ} and five allophones for /d/: {d, z, dz, dʒ, j} (2003:27). There are no descriptions of harmony processes. Duarte's 2007 analysis presents the same table and data as the 2003 paper, and includes [t] as a phoneme in Tembé (2007:28), which was not included in the 2003 dissertation. There are no contrastive nasal vowels in Tembé.					
Notes:	Syntactic analysis. Natural classes, allophones, and page numbers from 2003 paper.					
Include in SAPhon:	Inventory-only					
						
Natural Classes:	{T, p, t, k, kʷ, ʔ}, {D, d}, {N, m, n, ŋ, ŋʷ}, {S, s, h}, {R, ɾ, w}, {V, i, ɨ, e, ə, a, o, u}					
Allophones:	{{p, p}, {t, t}, {d, d}, {k, k}, {kʷ, kʷ}, {ʔ, ʔ}, {m, m}, {n, n}, {ŋ, ŋ}, {ŋʷ, ŋʷ}, {s, s}, {h, h}, {ɾ, ɾ}, {w, w}, {i, i}, {ɨ, ɨ}, {e, e}, {ə, ə}, {a, a}, {o, o}, {u, u}, {e, {e, ɛ}, @, ɛ-lowering}, {o, {o, ɔ}, @, ɔ-lowering}, {s, {s, ts}, @, ts-fortition}, {s, tʃ, _{i, e}, {fortition, palatalization}}, {d, {d, z, ʒ}, @, {z-lenition, ʒ-lenition}}, {d, j, _{C,#}, lenition}}					
	Page numbers:		2003:{27-31}			
Analytical framework:		Descriptive				
Morpheme IDs:	None					
						
Doctype:	Reference					
Language:	Tembé [tqb]					
Source:	Rice, Frederick J. D. 1934. O idioma Tembé (Tupi-guarani). Journal de la Société des Américanistes, 26(1), 109-180.					
Data inputter:	Sebastian Clendenning-Jimenez					
Summary:	Rice proposes underlying nasal consonants and oral vowels, along with 1 morphophonological process for Tembé: (1) rightward MPP, triggered by the causative prefix {mu-} that appears as the leftmost morpheme of the domain, nasalizing adjacent roots that begin with {p} or {k} (p. 110, 126). Rice only presents two examples for this process, the roots {pau, to.finish}, and {kize, to.fear} nasalize to {mau} and {ŋize}, respectively (p. 110, 126).					
Notes:	Rice does not use IPA and includes <g> in the phonemic inventory. It is unclear whether <g> is [ɡ] or [ŋ]. The author also notes that there are no pre-nasalized stops in Tembé (p. 110). Rice does not propose contrastive nasal vowels for Tembé.					
Include in SAPhon:	Yes					
						
Natural Classes:	{T, p, t, tʃ, k}, {N, m, n, ŋ}, {S, h}, {Z, z}, {R, ɾ, w, j}, {V, i, e, a, o, u}					
Allophones:	{{p, p}, {t, t}, {k, k}, {m, m}, {n, n}, {ŋ, ŋ}, {h, h}, {tʃ, tʃ}, {z, z}, {ɾ, ɾ}, {w, w}, {j, j}, {i, i}, {e, ɛ, US, representation convention}, {a, a}, {o, ɔ, US, representation convention}, {u, u}, {z, tz, US, fortition}, {p, m, mu+_, MPP=LNsyll:mu}, {k, ŋ, mu+_, MPP=LNsyll:mu}}					
	Page numbers:		{109-110, 126}			
Analytical framework:		Descriptive				
Morpheme IDs:	{mu, prefix, mu, mu, CAUS}					
						
Page numbers:	{110, 126}					
Process name:	MPP=LNsyll:mu					
Process type:	LNSyll					
Prose description:	Prefix {mu} nasalizes root-initial {p, k} in following root					
	Optionality:		Uncertain			
	Directionality:		Rightward			
	Alternation type:		Morphophonological			
	Undergoers:		p, k			
		Type:				Segmental
		Morpheme class:				root
		Morpheme IDs:				lexically specified roots
		Positional restriction:				{root, initial}
	Triggers:		mu			
		Type:				Morphological
		Morpheme class:				prefix
		Morpheme IDs:				{mu}
		Positional restriction:				NA
	Transparencies:		NA			
	Opacities:		NA			
						
Doctype:	Reference					
Language:	Tembé [tqb]					
Source:	Eiró, Jessiléia G. 2001. Contribuição à análise fonológica da língua Tembé. UFPA:MA thesis.					
Data inputter:	Sebastian Clendenning-Jimenez					
Summary:	Eiró proposes one phonological process: (1) leftward LN, triggered by the rightmost nasal in the root. Vowels and the palatal approximant /j/ are undergoers (p. 11, 53-55). There are no transparent or blockers in this process. Eiró posits underlying N but no contrastive nasal vowels.					
Notes:	Shortened vowels are written with the following diacritic [ɪ̆].   [ᵻ] is the lax version of /ɨ/, described as a "high, central, oral vowel" (p. 16).   Raised vowels are indicated with the following diacritic [ɛꜛ].   Eiró indicates nasalized vowels with the following diacritic [ḭ]; they have been input as [ĩ] in the allophones section.   Laryngealized vowels are indicated with the following diacritic [ḭ].					
Include in SAPhon:	Yes					
						
Natural Classes:	{T, p, t, k, kʷ, ʔ}, {D, d, dʒ}, {S, s, h}, {Z, z}, {N, m, n, ŋ, ŋʷ}, {R, ɾ, w, j}, {V, i, ɨ, ɛ, ə, a, u, ɔ} 					
Allophones:	{{p, p}, {t, t}, {k, k}, {kʷ, kʷ}, {ʔ, ʔ}, {d, d}, {s, s}, {h, h}, {m, m}, {n, n}, {ŋ, ŋ}, {ŋʷ, ŋʷ}, {ɾ, ɾ}, {w, w}, {dʒ, dʒ}, {i, i}, {ɨ, ɨ}, {ɛ, ɛ}, {ə, ə}, {a, a}, {ɔ, ɔ}, {u, u}, {p, pʷ, _ɨ, labialization}, {k, {k̚, kʰ}, _{%, h}, {k̚-unreleasing, kʰ-consonant aspiration}}, {d, {d, dz, dʒ, z, ʝ, dʲ}, i_, {dz-affrication, dʒ-affrication, dʒ-palatalization, z-lenition, ʝ-lenition, ʝ-palatalization, dʲ-palatalization}}, {d, {d, dz, z}, @, {dz-affrication, z-lenition}}, {m, {m, mʷ}, _ɨ, mʷ-labialization}, {n, {nʲ, ɲ}, _{i, iˀ}, {nʲ-palatalization, ɲ-palatalization}}, {m, m̚, _{%, h}, nasal unreleasing}, {n, n̚, _{%, h}, nasal unreleasing}, {ŋ, ŋ̚, _{%, h}, nasal unreleasing}, {ɾ, r, _%, trilling}, {d, j, _{$, %, p, t, k, kʷ, ʔ, w, ɾ, s, h}, lenition}, {d, j̃, _{m, n, ŋ, ŋʷ}, {lenition, LN}}, {j, ʝ, i_, fortition}, {s, {s, ts}, @, ts-fortition}, {i, {i, ɪ}, @, ɪ-centralization}, {i, ɪ̆, ˈ$_#, vowel shortening}, {i, ɪ̆ʰ, ˈ$*$k_#, {vowel shortening, vowel aspiration}}, {ɛ, e, _{i, ɨ, ə, j}, raising}, {ɛ, {ɛ, ɛ̝}, @, ɛ̝-lowering}, {ɨ, {ɨ, ᵻ}, @, ᵻ-centralization}, {ə, {ə̆, ʌ̆}, ˈ$_#, {ə̆-vowel shortening, ʌ̆-backing, ʌ̆-vowel shortening}}, {ə, ʌ, $_, backing}, {u, {u, ʊ}, @, ʊ-centralization}, {ɔ, o, {ɾ, n}_, raising}, {ɔ, {ɔ, ɔ̝}, @, ɔ̝-raising}, {i, ḭ, {ʔ_, _ʔ}, glottal constriction}, {ɨ, ɨ̰, {ʔ_, _ʔ}, glottal constriction}, {ɛ, {ɛ̰,ɛ̝̰}, {ʔ_, _ʔ}, {ɛ̰-glottal constriction, ɛ̝̰-glottal constriction}}, {a, a̰, {ʔ_, _ʔ}, glottal constriction}, {u, ṵ, {ʔ_, _ʔ}, glottal constriction}, {ə, ə̰, {ʔ_, _ʔ}, glottal constriction}, {ə, ə̰, {ʔ_, _ʔ}, glottal constriction}, {ə, ə̰, {ʔ_, _ʔ}, glottal constriction}, {ə, ə̰, {ʔ_, _ʔ}, glottal constriction}, {ɔ, ɔ̰, {ʔ_, _ʔ}, glottal constriction}, {ɔ, o̰, {ʔ_, _ʔ}, glottal constriction}, {i, ï, _{m, n, ŋ, ŋʷ}, LN}, {ɨ, ɨ̈, _{m, n, ŋ, ŋʷ}, LN}, {ɛ, ɛ̈, _{m, n, ŋ, ŋʷ}, LN}, {ə, ə̝̈, _{m, n, ŋ, ŋʷ}, LN}, {a, ä, _{m, n, ŋ, ŋʷ}, LN}, {ɔ, ɔ̝̈, _{m, n, ŋ, ŋʷ}, LN}, {u, ü, _{m, n, ŋ, ŋʷ}, LN}, {j, j̈, _{m, n, ŋ, ŋʷ}, LN}, {i, ḭ̃̄, ʔ_{m, n, ŋ, ŋʷ}, glottal constriction}, {ɛ, ɛ̝̰̈, ʔ_{m, n, ŋ, ŋʷ}, LN}, {ə, ə̰̝̈, ʔ_{m, n, ŋ, ŋʷ}, LN}, {ɨ, ɨ̰̝̈, ʔ_{m, n, ŋ, ŋʷ}, LN}, {ɔ, ɔ̝̰̈, ʔ_{m, n, ŋ, ŋʷ}, LN}}					
	Page numbers:		{4-55}			
Analytical framework:		Descriptive				
Morpheme IDs:	None					
						
Page numbers:	{11, 53-55}					
Process name:	LN					
Process type:	LN					
Prose description:	Oral vowels and /j/ lightly nasalize when followed by nasal consonant					
	Optionality:		Categorical			
	Directionality:		Leftward			
	Alternation type:		Phonological			
	Undergoers:		V, j			
		Type:				Segmental
		Morpheme class:				NA
		Morpheme IDs:				NA
		Positional restriction:				Unspecified
	Triggers:		m, n, ŋ, ŋʷ			
		Type:				Segmental
		Morpheme class:				NA
		Morpheme IDs:				NA
		Positional restriction:				{root, rmost}
	Transparencies:		NA			
	Opacities:		NA			
						
Doctype:	Synthesis					
Language:	Tembé					
Alternate_Names:	None					
ISO_Codes:	tqb					
Glottocode:	temb1276					
Synthesis	We mostly adopt Orjuela & Meira's analysis, with some slight differences. The phonemic inventory is taken from O&M (which they mostly adopt from Duarte 2007), and contains no contrastive nasal vowels. Based on data in O&M's Table 2 (p. 5), we assume that venting occurs to word-initial /d/ --> [nd], despite the fact that the authors do not discuss this phonological process. Pre-oralization of word-final /N/ happens after oral vowels--this process seems to be most frequent for word-final Ns. Post-oralization of /N/ before oral vowels also seems to occur sometimes, despite the fact that O&M don't discuss it--this is surprising, as the second spectrogram from Figure 1 clearly shows a post-oralized [mb]. Finally, O&M claim that Tembé exhibits nasals with oral explosion [m͈, n͈] in pre-vocalic position, but the evidence for this is equivocal based on the available spectrograms, where the burst is not nearly as clear as in the orally-exploded nasals observed in Karitiâna (see Demolin, Haude & Storto 2006). It may be that some cases of what they describe as orally-exploded nasals are actually post-oralized nasals, but more data is needed to determine whether or not this is the case. Orjuela & Meira actually seem to have thought the same thing at some point, as the spectrograms on p. 7 show transcriptions with both post-oralized [mb] and circumoralized [bmb] for the word 'collared peccary', which is transcribed in Table on p.6 with oral explosion.  Venting seems to be present for some of the data: /daku/ 'bird sp', /dapu/ 'bird sp', and /danu/ 'spider', which can surface with pre-nasalized stops: [ⁿdaku] 'bird sp', [ⁿdapu] 'bird sp', and [ⁿdanu] 'spider' (p. 5) but this analysis is not expanded on.  In a /VN/ sequence, the output can be either [VDN] or [ṼN]. We believe that the leftward nasalization and the rightward oralization ultimately boil down to the same process that delineates the boundary of the oral/nasal span, and the two surfacing "allophones" are either due to the stochastic differences durnig spontaneous speeches or by the impressionistic judgement of the listener. Consequently, we coded two categorical and not optional processes: LN:L and LO, and notated the resulting allophones in the form of: {V, Ṽ, _N, LN}, {N, DN, V_, LO}. The rightward spread of nasality remains optional.   It seems that pre-oralization can occur with /m, n, ŋ/, but perhaps not with /ŋʷ/ given the absence of a datapoint with a pre-oralized [gŋʷ]. We also note that, while in our version of Orjuela & Meira's ms. there is also no datapoint exemplifying pre-oralized /n/ as [dn], Baraúna (2016) cites the following example [ǝkǝpin]~[ǝkǝpidn] ‘pássaro local’ from Orjuela & Meira's manuscript. We suspect that we may have access to a slightly different version of manuscript, as this same datapoint is transcribed as [əkəˈpĩn] in our version. Nonetheless, we infer from this that pre-oralization also applies to alveolar /n/. We also note that while there is no datapoint in the ms. that exemplifies vowel nasalization (LN) triggered by /ŋʷ/, we simply assume that /ŋʷ/ does nasalize adjacent vowels in the same way as other nasal consonants. For instances of LN initiated by /ŋ, ŋʷ/, we code them as categorical in the allophone tuples, but we postulate that sometimes the nasalization is too weak to be perceptible, hence the remark of it being optional by some authors. 					
Data inputter:	MJL					
Date completed:	06/10/2021 MJL					
Notes:	Oral explosion may be an enhancement mechanism, where creating a burst at the CV transition between a nasal consonant and a nasal vowel helps with creating a clear perceptual boundary between the two segments types, just as in the case of oral TV transitions. Because it is not unequivocally a case of nasal-oral alternation, it has not been coded as a process below, but does appear in the allophones section.					
						
Natural Classes:	{T, p, t, k, kʷ, ʔ}, {D, d}, {N, m, n, ŋ, ŋʷ}, {S, s, h}, {R, ɾ, w}, {V, i, ɪ, e, ə, a, o, u}					
Allophones:	{{p, p}, {t, t}, {d, d}, {k, k}, {kʷ, kʷ}, {ʔ, ʔ}, {m, m}, {n, n}, {ŋ, ŋ}, {ŋʷ, ŋʷ}, {s, s}, {h, h}, {ɾ, ɾ}, {w, w}, {i, i}, {ɪ, ɪ}, {o, {o, ɔ, ʌ}, @, {ɔ-lowering, ʌ-lowering, ʌ-unrounding}}, {u, {u, ʊ, ɯ}, @, {ʊ-centralization, ɯ-unrounding}}, {e, {e, ɛ, e̝}, @, {ɛ-lowering, e̝-raising}}, {ə, {ə̝, ə, ɐ, ɵ, ɤ}, @, {ə̝-raising, ɐ-lowering, ɵ-rounding, ɤ-backing}}, {a, {a, ɑ, æ, ɐ}, @, {ɑ-backing, æ-raising, ɐ-centralization}}, {u, {ʊ, ɪ}, @, {ʊ-centralization, ɪ-fronting}}, {p, pʷ, {ɪ_, _ɪ}, labialization}, {m, mʷ, {ɪ_, _ɪ}, labialization}, {h, {h, ɦ}, @, ɦ-voicing}, {s, {s, tʃ, ʃ}, {_i, i_}, {tʃ-fortition, tʃ-palatalization, ʃ-palatalization}}, {n, ɲ, _i, palatalization}, {k, {kʰ, kˀ}, _#, {kʰ-consonant aspiration, kˀ-oral consonant postglottalization}}, {d, j, _{$, #}, lenition}, {d, {d, t, z}, @, {t-devoicing, z-lenition}}, {w, u, {_#, #_}, u-degliding}, {ɾ, {ɾ, ɾʰ, r}, _#, {ɾʰ-consonant aspiration, r-trilling}}, {∅, {∅, ə}, ɾ_#, ə-vowel epenthesis}, {m, bm, V_, bm-LO}, {n, dn, V_, dn-LO}, {ŋ, ɡŋ, V_, ɡŋ-LO}, {ɾ, {ɾ, ɾ͈}, V_V, ɾ͈-fortition}, {i, {i, ĩ}, {m, n, ŋ, ŋʷ}, ĩ-LN:R}, {e, {e, ẽ}, {m, n, ŋ, ŋʷ}_, ẽ-LN:R}, {ə, {ə, ə̃, ɤ̃}, {m, n, ŋ, ŋʷ}_, {ə̃-LN:R, ɤ̃-LN:R}}, {a, {a, ã}, {m, n, ŋ, ŋʷ}_, ã-LN:R}, {o, {o, õ}, {m, n, ŋ, ŋʷ}_, õ-LN:R}, {u, {u, ũ, ʊ̃}, {m, n, ŋ, ŋʷ}_, {ũ-LN:R, ʊ̃-LN:R}}, {d, nd, #_, BN}, {i, ĩ, _N, LN:L}, {ɨ, ɨ̃, _N, LN:L}, {e, ẽ, _N, LN:L}, {ɪ, ɪ̃, _N, LN:L}, {ə, {ə̃, ɣ̃}, _N, {ə̃-LN:L, ɣ̃-LN:L}}, {u, ũ, _N, LN:L}, {o, õ, _N, LN:L}, {a, ã, _N, LN:L}, {m, bm, V_, LO}, {n, dn, V_, LO}, {ŋ, ɡŋ, V_, LO}, {n, n, _Ṽ, maintenance}, {ɲ, ɲ, _Ṽ, maintenance}, {ŋ, ŋ, _Ṽ, maintenance}, {ŋʷ, ŋʷ, _Ṽ, maintenance}, {m, m, _Ṽ, maintenace}, {n, n, _Ṽ, maintenance}, {ŋ, ŋ, _Ṽ, maintenance}, {ŋʷ, ŋʷ, _Ṽ, maintenance}}					
Morpheme IDs:	None					
						
Process name:	LN:L					
Process type:	LN					
Prose description:	A leftward LN acts in conjunction with LO and nasalizes vowels. 					
	Optionality:		Categorical			
	Directionality:		Leftward			
	Alternation type:		Phonological			
	Undergoers:		V			
		Type:				Segmental
		Morpheme class:				NA
		Morpheme IDs:				NA
		Positional restriction:				Uncertain
	Triggers:		N 			
		Type:				Segmental
		Morpheme class:				NA
		Morpheme IDs:				NA
		Positional restriction:				Uncertain
	Transparencies:		NA			
	Opacities:		NA			
						
Process name:	LO					
Process type:	LO					
Prose description:	Oral vowels cause nasal to become pre-oralized nasal					
	Optionality:		Categorical			
	Directionality:		Rightward			
	Alternation type:		Phonological			
	Undergoers:		N			
		Type:			Segmental	
		Morpheme class:			NA	
		Morpheme IDs:			NA	
		Positional restriction:			Uncertain	
	Triggers:		V			
		Type:				Segmental
		Morpheme class:				NA
		Morpheme IDs:				NA
		Positional restriction:				Uncertain
	Transparencies:		NA			
	Opacities:		NA			
						
Process name:	BN					
Process type:	BN					
Prose description:	Venting of /d/ to [nd] in word-initial position					
	Optionality:		Uncertain			
	Directionality:		NA			
	Alternation type:		Phonological			
	Undergoers:		d			
		Type:			Segmental	
		Morpheme class:			NA	
		Morpheme IDs:			NA	
		Positional restriction:			{word, initial}	
	Triggers:		NA			
		Type:				NA
		Morpheme class:				NA
		Morpheme IDs:				NA
		Positional restriction:				NA
	Transparencies:		NA			
	Opacities:		NA			
						
Process name:	LN:R					
Process type:	LN					
Prose description:	Nasals optionally nasalize the vowel to its right. 					
	Optionality:		Categorical			
	Directionality:		Rightward			
	Alternation type:		Phonological			
	Undergoers:		V			
		Type:				Segmental
		Morpheme class:				NA
		Morpheme IDs:				NA
		Positional restriction:				Uncertain
	Triggers:		N 			
		Type:				Segmental
		Morpheme class:				NA
		Morpheme IDs:				NA
		Positional restriction:				Uncertain
	Transparencies:		NA			
	Opacities:		NA			
